Issue key,Primary Issue,Secondary Issue,Repeat,Suggested Response,Actual Response,Assigned to Respond:,Issue id,Mode,Airport,State,Zip,City,Received / Created,Zip Code,Latitude,Longitude,AutoCity,County,CA Region,Status,Response Time (Days),Response Time,Repeat Formula,Closed,Open,Waiting for customer,Open ATO WSC,Open Other,Response Method,NP Week,Date Range
AWP-201900590,NextGen/PBN,,,,,,18335,Email,BUR,CA,91403,Sherman Oaks,5/18/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900591,NextGen/PBN,,,,,,18336,Email,BUR,CA,91604,Studio City,5/18/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900592,NextGen/PBN,,,,,,18337,Email,BUR,CA,91604,Studio City,5/18/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,114,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900593,NextGen/PBN,,,,,,18338,Email,BUR,CA,91604,Studio City,5/18/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900594,NextGen/PBN,,,,,,18339,Email,BUR,CA,91403,Sherman Oaks,5/18/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900595,NextGen/PBN,,,,,,18340,Email,BUR,CA,91604,Studio City,5/19/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,59,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900596,Aircraft Noise,,,,,,18341,Email,BUR,CA,91403,Sherman Oaks,5/19/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,15,15 - 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900597,NextGen/PBN,,,,,,18342,Email,BUR,CA,91604,Studio City,5/19/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,113,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900598,NextGen/PBN,,,,,,18343,Email,BUR,CA,91604,Studio City,5/27/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,416,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900599,Aircraft Noise,,,,,,18344,Email,BUR,CA,91604,Studio City,5/21/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,57,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900600,NextGen/PBN,,,,,,18347,Email,BUR,CA,91364,Woodland Hills,4/28/2019,91364,34.15,-118.59,Woodland Hills,Los Angeles County,SoCal,Addressed,31,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900601,Low flying / safety,,,,,,18348,Email,SMF,CA,95834,Sacramento,5/17/2019,95834,38.64,-121.52,Sacramento,Sacramento County,NorCal,Addressed,12,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900602,Low flying / safety,,,,,,18349,Email,SMF,CA,95834,Sacramento,5/1/2019,95834,38.64,-121.52,Sacramento,Sacramento County,NorCal,Addressed,28,15 - 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900603,,,,,,,18350,Email,SMF,CA,95834,Sacramento,5/4/2019,95834,38.64,-121.52,Sacramento,Sacramento County,NorCal,Addressed,94,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900604,Low flying / safety,,,,,,18351,Email,SMF,CA,95834,Sacramento,5/18/2019,95834,38.64,-121.52,Sacramento,Sacramento County,NorCal,Addressed,11,Less than 15 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900605,Aircraft Noise,,,,,,18352,Email,SMF,CA,95834,Sacramento,5/20/2019,95834,38.64,-121.52,Sacramento,Sacramento County,NorCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900606,Aircraft Noise,,,,,,18353,Email,PHX,AZ,85028,Phoenix,5/27/2019,85028,33.58,-112.01,Phoenix,Maricopa County,#N/A,Addressed,106,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900607,NextGen/PBN,,,,,,18354,Email,PHX,AZ,85297,Gilbert,5/27/2019,85297,33.28,-111.73,Gilbert,Maricopa County,#N/A,Addressed,255,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900608,Helicopter,Helicopter,No,,,,18355,Email,HNL,HI,96780,Papaaloa,5/3/2019,96780,19.97,-155.22,Papaaloa,Hawaii County,#N/A,Addressed,270,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900609,NextGen/PBN,,,,,,18356,Phone,"VNY, BUR",CA,91316,Encino,5/27/2019,91316,34.16,-118.52,Encino,Los Angeles County,SoCal,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900610,Flight school training,,Yes,,,,17902,Phone,DVT,AZ,85262,Scotsdale,3/17/2019,85262,33.83,-111.81,Scottsdale,Maricopa County,#N/A,Addressed,319,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,11,3/16/2019 - 3/29/2019
AWP-201900611,Flight school training,,,,,,17919,Phone,SNA,CA,92692,Mission Viejo,3/18/2019,92692,33.61,-117.64,Mission Viejo,Orange County,SoCal,Addressed,294,More than 30 days,New Complainant,1,0,0,0,,Email,11,3/16/2019 - 3/29/2019
AWP-201900612,Flight school training,,Yes,,,,18134,Phone,SEE,CA,92071,Santee,3/26/2019,92071,32.85,-116.99,Santee,San Diego County,SoCal,Addressed,295,More than 30 days,Repeat Complainant,1,0,0,0,,Email,12,3/16/2019 - 3/29/2019
AWP-201900613,Aircraft Noise,,,,,,17921,Phone,PHX,AZ,85339,Levine,3/20/2019,85339,33.24,-112.16,Laveen,Maricopa County,#N/A,Addressed,216,More than 30 days,New Complainant,1,0,0,0,,Email,11,3/16/2019 - 3/29/2019
AWP-201900614,Aircraft Noise,,,,,,18235,Phone,PHX,AZ,85254,Scottsdale,4/11/2019,85254,33.62,-111.95,Scottsdale,Maricopa County,#N/A,Addressed,236,More than 30 days,New Complainant,1,0,0,0,,Letter,14,3/30/2019 - 4/11/2019
AWP-201900615,,,,,,,18357,Phone,LAX,CA,90045,Los Angeles,5/27/2019,90045,33.94,-118.42,Los Angeles,Los Angeles County,SoCal,Addressed,53,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900616,Aircraft Noise,,No,,,,18238,Phone,PSP,CA,92211,Palm Desert,4/3/2019,92211,33.77,-116.33,Palm Desert,Riverside County,SoCal,Addressed,287,More than 30 days,New Complainant,1,0,0,0,,Email,13,3/30/2019 - 4/11/2019
AWP-201900617,Early morning/late night flights,,,,,,18231,Phone,SFO,CA,94303,Palato Alto,4/5/2019,94303,37.46,-122.12,Palo Alto,Santa Clara County,NorCal,Addressed,104,More than 30 days,New Complainant,1,0,0,0,,Email,14,3/30/2019 - 4/11/2019
AWP-201900618,Low flying / safety,ATO WSC,,,,,18328,Email,TUS,AZ,85641,Dail,5/7/2019,85641,32.05,-110.62,Vail,Pima County,#N/A,Addressed,275,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900619,NextGen/PBN,,No,,,,18239,Phone,BUR,CA,91203,Glendale,4/14/2019,91203,34.15,-118.26,Glendale,Los Angeles County,SoCal,Addressed,292,More than 30 days,New Complainant,1,0,0,0,,Email,15,4/12/2019 - 4/25/2019
AWP-201900621,Early morning/late night flights,,No,,,,18315,Phone,LAX,CA,92612,Irvine,4/16/2019,92612,33.66,-117.83,Irvine,Orange County,SoCal,Addressed,274,More than 30 days,New Complainant,1,0,0,0,,Email,15,4/12/2019 - 4/25/2019
AWP-201900622,Helicopter,,,,,,18325,Phone,MSC,AZ,85254,Scottsdale,4/21/2019,85254,33.62,-111.95,Scottsdale,Maricopa County,#N/A,Addressed,226,More than 30 days,New Complainant,1,0,0,0,,Letter,16,4/12/2019 - 4/25/2019
AWP-201900623,Military,,No,,,,18324,Phone,NKX,CA,96002,Reading,4/18/2019,96002,40.53,-122.32,Redding,Shasta County,NorCal,Addressed,273,More than 30 days,New Complainant,1,0,0,0,,Letter,15,4/12/2019 - 4/25/2019
AWP-201900624,Low flying / safety,,,,,,18359,Phone,CLD,CA,92008,Carlsbad,5/23/2019,92008,33.15,-117.32,Carlsbad,San Diego County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900625,NextGen/PBN,,,,,,18360,Email,BUR,CA,91604,Studio City,5/23/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,124,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900626,NextGen/PBN,,,,,,18361,Phone,SDL,AZ,85254,Scottsdale,5/27/2019,85254,33.62,-111.95,Scottsdale,Maricopa County,#N/A,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900627,NextGen/PBN,,,,,,18362,Email,BUR,CA,91423,Sherman Oaks,5/23/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,253,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900628,NextGen/PBN,,,,,,18363,Email,BUR,CA,91423,Sherman Oaks,5/22/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,254,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900629,Helicopter,,,,,,18364,Phone,OAK,CA,94577,San Leandro,5/27/2019,94577,37.71,-122.17,San Leandro,Alameda County,NorCal,Addressed,255,More than 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900630,NextGen/PBN,,,,,,18365,Email,PHX,AZ,85028,Phoenix,5/27/2019,85028,33.58,-112.01,Phoenix,Maricopa County,#N/A,Addressed,190,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900631,Low flying / safety,ATO WSC,Yes,,,,18366,Phone,POC,CA,91773,San Dimas,4/25/2019,91773,34.11,-117.81,San Dimas,Los Angeles County,SoCal,Addressed,272,More than 30 days,Repeat Complainant,1,0,0,0,,Email,16,4/12/2019 - 4/25/2019
AWP-201900632,NextGen/PBN,,,,,,18367,Phone,SJC,CA,94043,Mountain View,5/24/2019,94043,37.41,-122.07,Mountain View,Santa Clara County,NorCal,Addressed,258,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900633,NextGen/PBN,,,,,,18368,Email,BUR,CA,91423,Sherman Oaks,5/22/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,254,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900634,NextGen/PBN,,,,,,18369,Email,BUR,CA,91423,Sherman Oaks,5/22/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,7,Less than 15 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900635,Helicopter,Helicopter,Yes,,,,18370,Phone,HNL,HI,96734,Kailua,4/30/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,267,More than 30 days,Repeat Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900636,,,,,,,18371,Letter,ONT,CA,92352,Lake Arrowhead,3/19/2019,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,72,More than 30 days,New Complainant,1,0,0,0,,Email,11,3/16/2019 - 3/29/2019
AWP-201900637,Helicopter,Helicopter,Yes,,,,18372,Phone,HNL,HI,96734,Kailua,4/21/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,226,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,16,4/12/2019 - 4/25/2019
AWP-201900638,Helicopter,Helicopter,Yes,,,,18373,Phone,HNL,HI,96734,Kailua,5/21/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,196,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900639,Helicopter,Helicopter,Yes,,,,18374,Phone,HNL,HI,96734,Kailua,5/27/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,190,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900640,Helicopter,Helicopter,Yes,,,,18376,Phone,HNL,HI,96734,Kailua,5/27/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,190,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900641,,,,,,,18387,Phone,LAX,CA,90045,Los Angeles,5/24/2019,90045,33.94,-118.42,Los Angeles,Los Angeles County,SoCal,Addressed,258,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900642,Helicopter,,,,,,18394,Email,JCC,CA,94110,San Francisco,5/25/2019,94110,37.75,-122.42,San Francisco,San Francisco County,NorCal,Addressed,192,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900643,NextGen/PBN,,,,,,18395,Email,PHX,AZ,85339,Laveen,5/24/2019,85339,33.24,-112.16,Laveen,Maricopa County,#N/A,Addressed,187,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900644,Military,,,,,,18396,Email,NUQ,CA,94022,Los Altos Hills,5/23/2019,94022,37.36,-122.14,Los Altos,Santa Clara County,NorCal,Addressed,259,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900645,Helicopter,,No,,,,18397,Email,JOC,CA,92683,Westminster,5/14/2019,92683,33.75,-117.99,Westminster,Orange County,SoCal,Addressed,259,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900646,Aircraft Noise,PHX,,,,,18398,Email,PHX,AZ,85281,Tempe,5/14/2019,85281,33.43,-111.93,Tempe,Maricopa County,#N/A,Addressed,268,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900647,Aircraft Noise,,,,,,18399,Email,BUR,CA,91602,Toluca Lake,5/13/2019,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,119,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900648,NextGen/PBN,PHX,No,,,,18400,Email,SDL,AZ,85255,Scottsdale,5/19/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,263,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900649,Aircraft Noise,,,,,,18401,Email,SCK,CA,95320,Escalon,5/14/2019,95320,37.83,-121.01,Escalon,San Joaquin County,NorCal,Addressed,49,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900650,NextGen/PBN,,,,,,18404,Email,VGT,NV,89134,Las Vegas,5/19/2019,89134,36.20,-115.31,Las Vegas,Clark County,#N/A,Addressed,260,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900651,Aircraft Noise,,No,,,,18405,Email,SNA,CA,92868,Orange,5/20/2019,92868,33.79,-117.88,Orange,Orange County,SoCal,Addressed,254,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900652,NextGen/PBN,PHX,No,,,,18406,Email,SDL,CA,85253,Paradise Valley,5/20/2019,85253,33.54,-111.96,Paradise Valley,Maricopa County,#N/A,Addressed,262,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900653,NextGen/PBN,,,,,,18407,Email,AVQ,AZ,85653,Marana,5/21/2019,85653,32.40,-111.39,Marana,Pima County,#N/A,Addressed,63,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900654,Circling airplane,,No,,,,18408,Email,VNY,CA,93063,Simi Valley,5/21/2019,93063,34.31,-118.69,Simi Valley,Ventura County,SoCal,Addressed,253,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900655,Aircraft Noise,,,,,,18409,Email,PHX,AZ,85041,Phoenix,5/22/2019,85041,33.39,-112.11,Phoenix,Maricopa County,#N/A,Addressed,72,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900656,Circling airplane,,No,,,,18410,Email,DVT,AZ,85086,Phoenix,5/22/2019,85086,33.82,-112.12,Phoenix,Maricopa County,#N/A,Addressed,252,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900657,Aircraft Noise,,,,,,18411,Email,SDL,AZ,85262,Scottsdale,5/23/2019,85262,33.83,-111.81,Scottsdale,Maricopa County,#N/A,Addressed,119,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900658,Helicopter,Helicopter,No,,,,18412,Email,HNL,HI,96822,Honolulu,5/23/2019,96822,21.32,-157.81,Honolulu,Honolulu County,#N/A,Addressed,110,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900659,Helicopter,,,,,,18413,Email,CLD,CA,92011,Carlsbad,5/23/2019,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,259,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900660,Circling airplane,,,,,,18500,Phone,CCR,CA,94531,Antioch,5/21/2019,94531,37.97,-121.78,Antioch,Contra Costa County,NorCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900661,,,,,,,18503,Email,PHX,AZ,85001,Phoenix,5/25/2019,85001,33.45,-112.07,Phoenix,Maricopa County,#N/A,Addressed,257,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900662,UAS - Drones,General Aviation,No,,,,18504,Email,HNL,HI,96789,Oahu,5/25/2019,96789,21.48,-157.93,Mililani,Honolulu County,#N/A,Addressed,257,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900663,Low flying / safety,,,,,,18506,Phone,SCK,CA,94531,Antioch,5/27/2019,94531,37.97,-121.78,Antioch,Contra Costa County,NorCal,Addressed,255,More than 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900664,Circling airplane,,Yes,,,,18507,Phone,SNA,CA,92859,Orange,5/9/2019,92859,33.79,-117.81,Orange,Orange County,SoCal,Addressed,253,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900665,NextGen/PBN,,No,,,,18508,Phone,SBD,CA,92346,San Bernardino,5/22/2019,92346,34.12,-117.18,Highland,San Bernadino County,SoCal,Addressed,252,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900666,NextGen/PBN,,,,,,18510,Email,PSP,CA,92260,Palm Desert,5/23/2019,92260,33.71,-116.40,Palm Desert,Riverside County,SoCal,Addressed,251,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900667,NextGen/PBN,,,,,,18516,Email,"BUR, VNY",CA,91423,Sherman Oaks,5/27/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,10,Less than 15 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900668,NextGen/PBN,,,,,,18517,Email,BUR,CA,91423,Sherman Oaks,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900669,NextGen/PBN,,,,,,18518,Email,BUR,CA,91423,Sherman Oaks,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,56,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900670,NextGen/PBN,,,,,,18519,Email,BUR,CA,91423,Sherman Oaks,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900671,NextGen/PBN,,,,,,18520,Email,BUR,CA,91423,Studio City,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900672,NextGen/PBN,,,,,,18521,Email,BUR,CA,91423,Sherman Oaks,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,60,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900673,NextGen/PBN,,,,,,18522,Email,BUR,CA,91423,Sherman Oaks,5/19/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,59,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900674,NextGen/PBN,,,,,,18523,Email,BUR,CA,91604,Studio City,5/28/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,23,15 - 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900675,NextGen/PBN,,,,,,18524,Email,BUR,CA,91403,Sherman Oaks,5/20/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,150,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900676,NextGen/PBN,,,,,,18525,Email,BUR,CA,91505,NA,5/20/2019,91505,34.17,-118.35,Burbank,Los Angeles County,SoCal,Addressed,150,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900677,NextGen/PBN,,,,,,18526,Email,BUR,CA,91423,Sherman Oaks,5/20/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,112,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900678,NextGen/PBN,,,,,,18527,Email,BUR,CA,91607,Studio City,5/20/2019,91607,34.17,-118.40,Valley Village,Los Angeles County,SoCal,Addressed,150,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900679,NextGen/PBN,,,,,,18528,Email,BUR,CA,91607,Studio City,5/21/2019,91607,34.17,-118.40,Valley Village,Los Angeles County,SoCal,Addressed,149,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900680,NextGen/PBN,,,,,,18529,Email,BUR,CA,91423,Sherman Oaks,5/21/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,57,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900681,NextGen/PBN,,,,,,18530,Email,BUR,CA,91403,Sherman Oaks,5/22/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,148,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900682,Helicopter,,,,,,18535,Email,98L,CA,91741,Glendora,5/29/2019,91741,34.16,-117.84,Glendora,Los Angeles County,SoCal,Addressed,253,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900683,Low flying / safety,,,,,,18567,Email,SNA,CA,92651,Laguna Beach,12/31/2018,92651,33.57,-117.77,Laguna Beach,Orange County,SoCal,Addressed,337,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201900684,Aircraft Noise,,No,,,,18568,Email,SNA,CA,92651,Laguna Beach,4/3/2019,92651,33.57,-117.77,Laguna Beach,Orange County,SoCal,Addressed,287,More than 30 days,New Complainant,1,0,0,0,,Email,13,3/30/2019 - 4/11/2019
AWP-201900685,Low flying / safety,,,,,,18569,Email,SNA,CA,92647,Huntington Beach,5/28/2019,92647,33.72,-118.01,Huntington Beach,Orange County,SoCal,Addressed,254,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900686,NextGen/PBN,,No,,,,18570,Email,SNA,CA,92614,Irvine,5/30/2019,92614,33.68,-117.83,Irvine,Orange County,SoCal,Addressed,252,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900687,NextGen/PBN,,,,,,18572,Email,SFO,CA,94938,Lagunitas,5/31/2019,94938,38.03,-122.73,Lagunitas,Marin County,NorCal,Addressed,186,More than 30 days,New Complainant,1,0,0,0,,Email,21,5/25/2019 - 6/7/2019
AWP-201900688,NextGen/PBN,,,,,,18573,Email,SJC,CA,94043,Sunnyvale,1/5/2019,94043,37.41,-122.07,Mountain View,Santa Clara County,NorCal,Addressed,285,More than 30 days,New Complainant,1,0,0,0,,Email,1,1/5/2019 - 1/18/2019
AWP-201900689,NextGen/PBN,,,,,,18574,Email,X,AZ,85260,SCOTTSDALE,5/21/2019,85260,33.61,-111.89,Scottsdale,Maricopa County,#N/A,Addressed,79,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
